order_id,merchant_id,confirm_time,true_kpt,rider_arrival_time,restaurent_load,for_time,order_time,zomato_baseline,sensor_kpt
4391,10,82644.53,2021.28,83144.18,4,84727.69,1374.68,1271.32,2039.99
4392,36,11230.44,1245.75,11506.67,3,12504.23,185.15,1217.08,-1.00
4393,37,60394.93,1110.82,61027.95,2,61478.73,1004.34,1252.55,-1.00
4394,28,43834.67,1600.85,44410.20,6,45510.99,728.97,1238.69,1619.52
4395,28,2390.63,899.43,2821.46,2,3291.71,36.91,1238.69,920.90
4396,42,79992.00,1582.03,80400.71,4,81675.86,1331.64,1199.29,1611.20
4397,43,73729.37,1525.30,74177.28,5,75326.90,1226.65,1249.83,1530.21
4398,21,45475.09,1468.21,45945.36,9,47123.63,754.93,1229.07,1484.05
4399,24,19946.35,783.14,20336.73,3,20757.08,329.68,1273.36,783.71
4400,42,10632.58,1157.62,11168.39,2,11899.33,175.14,1199.29,1169.64
4401,40,31575.96,1205.68,32111.14,3,32826.97,523.29,1223.21,1230.09
4402,2,22213.17,979.22,22680.68,1,23268.32,367.82,1225.11,1007.07
4403,8,43863.16,1402.29,44457.44,3,45377.80,729.64,1229.21,1419.46
4404,48,83606.43,1087.21,84279.49,4,84773.38,1391.63,1221.13,1090.68
4405,27,49776.12,1447.08,50089.61,2,51170.67,827.93,1274.00,1472.82
4406,22,76991.32,1428.34,77599.32,5,78405.81,1281.50,1222.09,1453.17
4407,37,56387.19,1373.76,56745.40,4,57751.18,937.27,1252.55,1383.82
4408,27,41191.41,1519.29,41520.54,2,42745.70,684.35,1274.00,1546.81
4409,29,73902.66,1643.22,74264.18,5,75550.94,1230.63,1212.03,1646.84
4410,3,40891.50,923.56,41420.77,5,41865.81,678.77,1201.25,952.50
4411,44,75145.09,1069.71,75490.02,1,76320.65,1250.82,1197.90,1076.63
4412,13,25371.88,862.07,25793.15,2,26307.04,419.87,1223.93,885.17
4413,45,11303.95,915.63,11801.95,3,12160.50,185.49,1237.68,937.92
4414,10,74072.03,1414.35,74392.45,9,75776.93,1231.65,1271.32,1438.06
4415,36,50910.01,1934.52,51331.48,5,52817.70,845.88,1217.08,1953.03
4416,9,76904.06,1421.32,77326.09,3,78328.94,1280.29,1209.60,1442.90
4417,27,81152.19,1080.91,81589.44,4,82185.14,1350.47,1274.00,1082.57
4418,34,4720.41,1221.71,5308.85,9,6093.51,77.22,1231.68,-1.00
4419,1,43374.91,1622.96,43905.70,10,45287.56,721.40,1229.10,1646.77
4420,32,32530.25,1086.74,33035.34,4,33663.88,539.95,1190.19,1105.32
4421,25,54139.07,1209.29,54587.93,1,55330.43,901.24,1205.71,1216.04
4422,29,68742.61,1226.47,69008.14,6,69942.79,1142.77,1212.03,1240.89
4423,7,24413.24,1024.95,24767.26,4,25532.33,404.05,1210.21,1032.57
4424,49,48213.07,1754.56,48762.09,11,50110.20,801.79,1228.05,-1.00
4425,3,61356.00,1182.57,61862.93,3,62541.24,1020.57,1201.25,1212.44
4426,20,11730.78,1214.74,12216.33,1,12956.47,193.58,1228.61,1217.63
4427,20,70501.24,1079.38,70986.40,6,71534.04,1172.26,1228.61,1089.71
4428,30,52510.50,1141.32,53006.28,4,53666.07,872.80,1177.83,1158.76
4429,35,82133.41,1435.47,82449.07,5,83650.11,1367.33,1275.43,1453.97
4430,35,29448.92,996.99,29871.25,3,30526.49,488.92,1275.43,1013.91
4431,49,9455.29,1042.72,9987.72,3,10472.41,155.73,1228.05,1045.30
4432,39,43936.82,1656.57,44526.70,10,45849.88,729.36,1229.33,1676.87
4433,27,7495.09,1002.17,7995.03,3,8486.72,123.57,1274.00,1030.51
4434,26,83837.84,1435.26,84333.52,2,85343.35,1396.12,1223.49,1449.61
4435,14,3508.05,1515.72,4211.93,2,5090.69,55.71,1223.04,1521.44
4436,17,65270.34,956.25,65585.78,2,66317.76,1085.05,1259.72,976.18
4437,18,45533.46,1213.95,45891.79,10,47045.23,756.15,1204.49,1243.71
4438,45,31970.14,895.89,32696.31,1,32823.38,530.81,1237.68,915.25
4439,29,5827.93,923.16,6231.49,2,6737.08,94.81,1212.03,925.63
4440,20,53882.83,1535.62,54244.55,7,55650.10,895.92,1228.61,1542.10
4441,27,50631.37,1443.73,51012.62,9,52293.13,842.72,1274.00,1455.69
4442,18,24399.81,1106.42,25119.04,2,25596.32,404.47,1204.49,1127.06
4443,4,78704.79,1243.02,79188.66,4,79906.08,1310.72,1206.64,1252.25
4444,1,26374.10,777.42,26865.55,2,27179.39,437.92,1229.10,783.83
4445,50,39028.15,1289.76,39439.73,6,40320.78,647.60,1203.29,-1.00
4446,1,47077.56,1207.94,47558.20,4,48238.66,783.02,1229.10,1233.80
4447,26,8832.81,1004.23,9395.21,3,9911.27,144.33,1223.49,1031.73
4448,45,80628.79,992.10,81326.25,2,81645.47,1342.31,1237.68,1002.30
4449,20,32457.67,1340.13,32780.27,4,33750.06,539.33,1228.61,-1.00
4450,23,7114.73,1174.19,7786.12,6,8230.36,116.32,1262.18,1198.46
4451,10,33613.35,1460.61,34190.87,7,35198.22,557.70,1271.32,1488.21
4452,11,51977.67,1518.48,52463.51,6,53507.03,864.29,1250.04,1543.68
4453,41,44545.44,1655.52,44946.96,13,46484.08,739.66,1199.85,1662.97
4454,41,60073.26,1052.05,60476.40,4,61110.84,1000.14,1199.85,1054.51
4455,5,4964.48,1096.26,5385.10,2,6024.70,79.90,1243.78,1117.96
4456,1,24667.87,1324.29,25230.55,5,26036.69,409.74,1229.10,1326.99
4457,17,70947.63,1506.82,71453.96,7,72659.63,1179.69,1259.72,1517.39
4458,22,7010.92,2024.65,7632.81,6,9103.07,115.05,1222.09,2027.78
4459,34,74073.92,1697.38,74524.99,6,75778.13,1231.90,1231.68,1701.23
4460,45,8080.42,898.30,8535.64,1,8961.59,132.33,1237.68,926.56
4461,41,72177.96,1370.93,72529.20,10,73803.76,1201.61,1199.85,1393.99
4462,29,31342.28,1546.33,31910.33,3,32917.47,519.54,1212.03,1563.83
4463,4,52984.33,1458.23,53409.30,8,54711.96,881.58,1206.64,1473.31
4464,5,13298.74,1159.54,13598.64,4,14404.73,220.16,1243.78,1170.37
4465,11,5874.68,1543.85,6261.01,5,7377.45,95.28,1250.04,1547.36
4466,21,18729.77,1224.53,19071.99,1,19963.62,310.95,1229.07,1240.23
4467,35,11133.21,1911.52,11698.65,0,13043.88,184.11,1275.43,1919.14
4468,12,27112.31,1587.46,27564.83,6,28648.38,449.86,1166.39,1597.48
4469,26,44602.37,1436.99,45094.45,9,46208.15,740.71,1223.49,1447.66
4470,19,50946.52,1650.11,51550.34,6,52623.14,847.81,1231.84,1667.70
4471,45,68370.32,1018.85,68721.89,2,69456.61,1137.41,1237.68,1028.22
4472,7,56844.48,1012.20,57468.48,5,57840.62,944.99,1210.21,1019.91
4473,47,52759.99,1509.59,53085.82,9,54534.79,876.61,1239.46,1521.89
4474,7,35750.24,902.33,35910.51,6,36745.88,592.97,1210.21,904.60
4475,26,41091.21,1193.59,41737.07,3,42271.32,682.28,1223.49,1205.01
4476,40,35952.94,468.52,36156.53,4,36434.06,596.91,1223.21,470.62
4477,5,72875.18,778.43,73583.23,2,73767.41,1212.72,1243.78,784.38
4478,21,19945.49,1250.15,20449.41,2,21245.04,331.20,1229.07,1277.51
4479,14,639.46,1156.90,1232.57,2,1812.77,8.24,1223.04,1168.10
4480,4,56453.17,896.79,56758.91,7,57589.82,937.90,1206.64,908.94
4481,23,17641.14,1359.87,18128.64,3,19012.09,291.55,1262.18,1385.98
4482,42,76967.95,1634.97,77508.78,6,78721.41,1281.77,1199.29,1651.19
4483,20,74341.15,1664.24,74952.23,9,76130.98,1237.03,1228.61,-1.00
4484,15,6763.00,1385.15,7299.14,5,8112.91,110.49,1236.04,1400.86
4485,50,9334.72,1244.09,9797.84,2,10657.97,153.20,1203.29,1244.29
4486,45,42929.19,1235.52,43390.07,4,44251.15,713.05,1237.68,1255.95
4487,29,52763.81,2361.49,53220.69,10,55341.56,877.28,1212.03,2363.09
4488,8,23838.88,1417.48,24304.76,2,25249.40,395.87,1229.21,1428.13
4489,41,62104.39,684.94,62511.57,1,62857.02,1032.19,1199.85,-1.00
4490,48,51544.34,1207.08,52106.05,7,52903.89,856.68,1221.13,1234.07
4491,19,28153.22,1618.12,28526.88,3,29754.30,467.75,1231.84,-1.00
4492,48,2290.78,1181.85,2820.47,1,3554.90,36.53,1221.13,1200.98
4493,39,64983.62,705.91,65433.78,0,65754.69,1080.22,1229.33,725.39
4494,46,18721.21,1173.69,18916.37,2,19932.58,309.25,1205.78,1191.95
4495,28,72207.15,1539.28,72842.55,7,73897.36,1201.64,1238.69,1559.03
4496,46,36377.68,801.92,36676.62,4,37271.23,605.22,1205.78,829.47
4497,27,49925.31,1542.29,50429.21,5,51420.52,830.99,1274.00,1542.67
4498,4,75516.84,899.89,76130.58,4,76475.14,1257.05,1206.64,919.00
4499,15,74752.52,1500.97,75206.16,4,76328.30,1243.62,1236.04,1522.95
4500,35,32229.39,1175.56,33071.23,4,33397.20,534.99,1275.43,1177.73
4501,37,18184.06,450.49,18641.43,2,18713.55,300.80,1252.55,-1.00
4502,1,67118.70,1252.11,67488.33,2,68315.57,1116.21,1229.10,1267.65
4503,3,37480.41,674.55,38175.85,2,38263.10,623.64,1201.25,696.68
4504,47,16665.04,507.57,17042.62,2,17181.08,276.54,1239.46,525.17
4505,24,78245.49,1752.99,78779.20,12,80269.44,1302.37,1273.36,1776.40
4506,27,17194.79,1096.44,17783.56,1,18288.61,285.27,1274.00,1125.17
4507,40,2298.78,850.70,2762.40,2,3216.72,37.16,1223.21,869.52
4508,36,1889.11,1465.57,2391.99,2,3396.92,29.20,1217.08,1478.85
4509,34,53925.89,1590.20,54384.30,6,55536.85,896.13,1231.68,1612.57
4510,29,57319.04,1349.78,58161.21,2,58787.31,952.81,1212.03,1363.75
4511,24,27032.05,1506.30,27713.67,6,28621.92,447.90,1273.36,1532.67
4512,24,27788.85,938.01,28378.89,3,28690.17,460.82,1273.36,945.51
4513,42,29480.52,1246.87,30016.20,2,30843.07,488.87,1199.29,1274.96
4514,4,58858.31,1207.60,59265.31,4,60090.37,979.43,1206.64,1216.08
4515,3,5201.92,1973.19,5540.86,3,7229.76,83.71,1201.25,1980.51
4516,34,80357.63,905.34,80886.94,3,81224.26,1337.93,1231.68,932.35
4517,49,19311.56,1653.85,19870.98,4,21083.15,320.43,1228.05,1674.76
4518,23,86466.44,1607.41,86674.35,3,88099.59,1439.53,1262.18,1613.22
4519,23,14996.60,1156.97,15341.08,3,16176.45,246.99,1262.18,1168.19
4520,45,66840.21,962.47,67341.71,4,67796.59,1111.03,1237.68,987.26
4521,5,19458.23,1076.09,19869.37,1,20543.93,321.71,1243.78,1102.04
4522,31,7120.65,2189.98,7644.10,1,9388.31,116.42,1254.33,2201.15
4523,41,75716.65,1090.17,76158.82,6,76763.60,1259.90,1199.85,1112.57
4524,6,74372.58,1739.01,74913.36,10,76281.70,1236.60,1224.18,1766.90
4525,37,35011.96,1236.32,35678.03,4,36249.99,581.14,1252.55,1249.82
4526,10,60860.39,1413.93,61188.17,6,62259.52,1011.45,1271.32,1430.87
4527,40,48228.48,1797.74,48725.42,7,50184.68,802.17,1223.21,1819.65
4528,7,73795.46,1330.43,74539.67,6,75245.68,1228.26,1210.21,1335.92
4529,39,27383.40,815.08,27815.03,0,28285.39,453.68,1229.33,844.69
4530,38,45323.28,1751.49,45711.20,9,47234.02,754.09,1246.01,1779.12
4531,21,42109.68,902.47,42693.42,0,43113.42,698.94,1229.07,906.55
4532,20,30698.36,1369.54,31173.66,3,32078.85,509.62,1228.61,1377.70
4533,3,77192.89,1967.13,77810.04,11,79294.35,1283.70,1201.25,1967.87
4534,22,14432.27,923.14,14844.15,2,15402.54,238.86,1222.09,952.29
4535,47,13063.46,1493.69,13615.66,2,14592.71,215.29,1239.46,1497.19
4536,4,49962.93,1104.12,50393.07,5,51089.47,830.75,1206.64,1131.04
4537,28,56942.72,818.46,57440.76,4,57733.92,946.79,1238.69,819.18
4538,12,16935.63,1102.43,17402.11,2,18115.00,280.25,1166.39,1112.74
4539,38,33934.04,1023.75,34571.77,5,34991.17,562.63,1246.01,1036.94
4540,36,81926.17,1322.91,82418.84,4,83336.89,1363.05,1217.08,1334.12
4541,47,21397.90,994.85,21718.59,2,22367.31,355.13,1239.46,1006.40
4542,41,57915.53,1174.35,58267.07,0,59205.52,962.44,1199.85,1177.39
4543,5,64044.19,1161.83,64559.73,6,65267.26,1065.82,1243.78,1182.25
4544,13,38822.91,1761.14,39199.11,8,40792.12,645.31,1223.93,-1.00
4545,23,81074.50,1153.68,81606.43,3,82304.21,1350.04,1262.18,1167.04
4546,50,63815.14,1165.64,64177.33,2,65028.28,1060.79,1203.29,1190.07
4547,30,39659.02,1194.46,40108.25,2,40869.72,659.41,1177.83,1205.06
4548,37,49281.63,1205.16,49654.34,4,50566.71,819.84,1252.55,1233.42
4549,25,60012.23,1122.12,60485.79,0,61134.92,997.36,1205.71,1142.97
4550,48,51321.89,1618.02,51666.65,8,53064.52,852.75,1221.13,1627.25
4551,27,75996.40,1488.69,76454.36,11,77747.63,1265.32,1274.00,1510.35
4552,14,30987.50,1077.08,31524.09,6,32058.48,513.92,1223.04,1084.94
4553,48,26079.69,934.17,26506.75,0,27063.58,431.84,1221.13,962.98
4554,47,18545.10,1090.53,19062.14,4,19736.41,307.93,1239.46,1104.75
4555,36,3423.47,604.64,3748.92,2,4014.83,54.41,1217.08,632.16
4556,39,3842.10,1389.87,4206.77,2,5332.86,61.94,1229.33,1398.49
4557,16,75313.07,1423.68,75721.82,7,76889.15,1252.88,1244.70,1438.92
4558,22,58732.31,933.76,59108.34,2,59650.96,976.89,1222.09,960.28
4559,21,57213.74,979.31,57726.58,3,58233.81,951.17,1229.07,993.49
4560,21,53169.23,1826.65,53820.86,8,55211.91,885.09,1229.07,1854.21
4561,8,73524.06,1444.41,73966.11,6,75067.24,1222.88,1229.21,1458.72
4562,49,41559.06,1103.50,42231.73,3,42645.28,691.58,1228.05,1122.64
4563,16,75318.13,1191.53,75926.55,1,76622.43,1253.39,1244.70,1219.15
4564,31,31134.17,804.45,31547.43,1,31983.40,517.60,1254.33,828.94
4565,42,80226.36,1247.61,80693.20,7,81707.19,1334.46,1199.29,1271.62
4566,10,60461.60,867.16,61176.35,2,61271.21,1006.07,1271.32,895.06
4567,32,22334.60,1116.18,22873.43,3,23570.10,370.34,1190.19,1143.69
4568,34,48848.39,1972.57,49231.30,9,51003.47,812.28,1231.68,1982.03
4569,9,46206.54,1996.51,46791.34,9,48410.26,767.56,1209.60,2001.67
4570,17,12032.20,1207.77,12501.15,4,13187.83,198.57,1259.72,1232.14
4571,11,51238.06,1768.64,51743.85,10,53211.92,851.39,1250.04,1797.34
4572,32,27266.30,1107.90,27909.37,1,28330.45,453.29,1190.19,1128.74
4573,10,4605.92,1235.37,5129.20,6,5955.22,75.38,1271.32,1246.65
4574,22,82090.08,959.69,82584.36,2,83141.19,1366.06,1222.09,980.49
4575,17,55598.42,1346.12,56061.15,3,57013.32,923.75,1259.72,1370.66
4576,4,75834.77,1301.02,76381.25,4,77172.79,1262.76,1206.64,1320.67
4577,48,58476.41,902.13,58806.88,4,59460.96,973.52,1221.13,929.18
4578,47,30922.18,1217.30,31292.53,2,32110.71,514.06,1239.46,1245.02
4579,25,44433.19,1384.48,45044.87,6,45778.79,738.27,1205.71,1407.37
4580,21,58492.40,1519.48,59310.06,2,59955.23,973.08,1229.07,1532.66
4581,37,83124.87,755.68,83657.96,4,83910.66,1382.76,1252.55,778.55
4582,38,21985.67,1029.75,22643.10,3,23079.16,365.28,1246.01,1040.32
4583,49,75681.59,1646.40,76090.22,10,77506.18,1259.97,1228.05,1662.98
4584,1,79936.33,1416.49,80464.70,7,81477.08,1330.67,1229.10,1433.09
4585,25,58059.11,1111.86,58232.56,4,59123.01,965.40,1205.71,1129.01
4586,36,80603.66,1399.58,81072.52,3,81971.33,1341.02,1217.08,1399.82
4587,17,34451.61,1006.82,35038.05,3,35479.22,572.95,1259.72,1033.36
4588,41,82513.85,962.96,82911.49,5,83494.30,1372.34,1199.85,971.70
4589,24,60821.37,1209.53,61267.78,3,61995.46,1012.01,1273.36,1221.84
4590,2,3774.88,1123.21,4382.61,0,4984.41,60.49,1225.11,1151.15
4591,40,78476.72,1692.19,78834.93,3,80225.39,1305.90,1223.21,1706.96
4592,15,41945.18,1521.85,42491.64,2,43490.56,697.64,1236.04,1547.25
4593,32,39933.80,983.81,40174.22,3,40988.58,662.87,1190.19,994.29
4594,39,49100.90,1474.85,49722.25,8,50870.00,815.71,1229.33,1502.35
4595,6,13014.35,668.07,13463.31,5,13632.92,215.11,1224.18,671.56
4596,1,40666.58,810.26,41152.97,3,41595.86,675.60,1229.10,824.65
4597,47,71900.33,1467.41,72445.50,9,73664.75,1196.82,1239.46,1494.00
4598,23,1480.47,1428.61,1671.11,3,2873.48,22.29,1262.18,1446.12
4599,39,23677.13,871.23,23997.37,1,24650.36,393.00,1229.33,884.75
4600,17,373.37,1186.71,855.68,4,1631.57,3.53,1259.72,1204.49
4601,34,36003.54,876.43,36363.13,1,36857.37,598.62,1231.68,893.20
4602,41,62988.24,1119.38,63304.28,2,64192.69,1048.77,1199.85,1126.15
4603,29,69106.11,1171.86,69674.38,5,70242.86,1150.23,1212.03,1195.02
4604,9,81747.32,955.01,82128.87,1,82668.89,1361.07,1209.60,966.03
4605,13,52695.79,1123.40,53167.26,6,53787.45,876.25,1223.93,1126.22
4606,6,22084.21,718.85,22484.56,5,22869.51,366.66,1224.18,726.35
4607,6,79997.97,1197.74,80427.01,4,81139.10,1330.77,1224.18,1222.66
4608,20,67076.25,1474.46,67593.32,4,68582.54,1116.45,1228.61,1503.96
4609,3,49775.46,1353.98,50141.11,6,51147.02,827.18,1201.25,1381.63
4610,17,60232.73,1465.06,60749.12,3,61669.19,1001.72,1259.72,1477.39
4611,49,80039.28,971.31,80417.53,2,80965.23,1331.02,1228.05,973.20
4612,12,61730.83,1363.87,62221.01,5,63098.53,1025.85,1166.39,1374.34
4613,48,31991.90,1117.25,32457.31,3,33108.75,530.46,1221.13,1138.02
4614,47,61756.83,1213.71,62047.78,2,63085.77,1026.76,1239.46,1243.27
4615,45,3586.41,664.50,4067.83,3,4226.18,58.00,1237.68,685.32
4616,1,33536.70,1371.11,33969.49,3,34936.59,556.44,1229.10,1377.23
4617,17,35281.11,1718.37,35803.74,4,37027.75,585.11,1259.72,1724.94
4618,3,14477.63,722.14,14821.91,2,15227.96,240.25,1201.25,744.81
4619,26,2119.14,1136.62,2690.02,5,3366.48,33.24,1223.49,1155.28
4620,15,11610.30,1104.94,12020.63,7,12901.20,192.07,1236.04,1108.48
4621,36,56686.24,1146.06,57240.17,5,57788.11,942.65,1217.08,1154.95
4622,32,69433.73,1322.38,70135.53,8,70890.72,1155.30,1190.19,1349.17
4623,32,85509.87,904.35,85787.60,6,86507.38,1423.01,1190.19,917.30
4624,4,30051.92,1071.43,30401.50,2,31166.26,498.76,1206.64,1076.05
4625,18,51961.58,1316.87,52349.85,7,53435.72,863.11,1204.49,1338.80
4626,49,81095.59,1188.59,81588.68,2,82377.99,1349.49,1228.05,1191.80
4627,19,14593.96,1265.59,15094.88,1,15938.74,240.54,1231.84,1283.08
4628,43,62102.96,894.45,62501.68,3,63004.94,1033.41,1249.83,901.33
4629,35,65342.73,1238.45,65933.86,4,66614.13,1087.17,1275.43,1259.00
4630,40,7803.94,618.21,8386.27,1,8476.80,128.12,1223.21,620.42
4631,14,74505.39,1073.54,75124.11,2,75560.54,1240.20,1223.04,1082.75
4632,33,70357.85,2010.81,70935.00,6,72425.10,1170.87,1210.49,2029.50
4633,14,3017.84,1890.67,3647.59,2,4957.42,48.10,1223.04,1906.50
4634,34,7999.32,1612.75,8402.04,5,9620.07,131.16,1231.68,1638.61
4635,4,4380.94,828.57,4776.80,2,5258.27,70.74,1206.64,830.08
4636,24,29024.06,1208.31,29376.26,3,30225.16,482.03,1273.36,1217.50
4637,29,44100.47,1690.72,44639.43,7,46013.24,733.38,1212.03,-1.00
4638,19,46128.24,1983.46,46634.54,2,48155.89,766.58,1231.84,2013.21
4639,6,23202.35,1061.99,23774.94,5,24381.41,385.44,1224.18,-1.00
4640,33,78852.33,1854.74,79289.16,8,80847.25,1312.70,1210.49,1877.99
4641,49,31882.96,1169.33,32528.23,3,33005.77,530.30,1228.05,1170.38
4642,40,4004.25,1039.51,4516.42,2,5035.72,65.59,1223.21,1053.66
4643,19,26028.83,1231.50,26460.30,2,27255.24,432.33,1231.84,1261.20
4644,1,45950.20,1764.03,46432.31,10,48008.13,764.80,1229.10,1781.29
4645,5,35359.81,1436.59,36033.06,3,36916.19,587.84,1243.78,1461.13
4646,27,23798.59,913.41,24275.31,2,24781.63,394.33,1274.00,938.54
4647,16,11413.66,1315.24,11904.10,1,12694.27,189.11,1244.70,1326.12
4648,6,70888.22,1202.52,71411.10,8,72313.34,1179.60,1224.18,1215.50
4649,40,86236.52,1103.57,86781.12,1,87437.61,1434.45,1223.21,1125.19
4650,13,28627.39,874.23,29140.18,3,29525.05,474.54,1223.93,889.65
4651,48,33068.71,988.44,33620.57,2,34095.46,549.53,1221.13,991.88
4652,35,53569.42,1531.22,54107.53,11,55326.66,889.97,1275.43,1542.22
4653,19,62172.90,1251.12,62691.59,1,63483.56,1034.56,1231.84,1263.20
4654,12,33940.05,1316.27,34630.83,4,35309.50,564.52,1166.39,1327.62
4655,16,78365.20,1033.42,78756.33,3,79429.87,1303.10,1244.70,1041.90
4656,43,48548.75,1605.45,49079.73,8,50337.54,806.41,1249.83,1621.95
4657,10,39029.61,1087.58,39479.56,2,40124.97,648.56,1271.32,1096.77
4658,25,56012.49,1149.34,56385.91,3,57160.94,931.21,1205.71,1167.58
4659,20,82462.80,1392.64,82913.02,3,83935.59,1372.04,1228.61,1409.61
4660,31,68732.66,1295.91,69090.96,3,70052.95,1144.16,1254.33,1295.95
4661,4,3541.14,956.74,4035.10,5,4456.80,57.62,1206.64,975.73
4662,44,28827.93,781.65,29327.79,3,29600.75,478.53,1197.90,800.33
4663,23,40824.45,981.58,41343.20,4,41779.95,677.58,1262.18,991.97
4664,2,27235.52,1388.85,27695.37,0,28579.63,452.91,1225.11,1400.63
4665,22,60650.11,1323.94,61133.18,2,61970.25,1008.27,1222.09,1347.80
4666,37,71456.56,1461.30,71843.73,5,72864.83,1189.83,1252.55,1484.17
4667,8,63305.60,1424.20,63729.17,3,64733.29,1053.14,1229.21,1453.25
4668,7,85614.94,1467.93,85979.92,4,87024.67,1424.64,1210.21,1480.31
4669,14,23690.53,1143.83,24029.81,3,24885.63,392.47,1223.04,1149.68
4670,3,75666.11,1434.94,75915.34,4,77104.05,1259.98,1201.25,1447.94
4671,50,66346.43,1034.70,66957.98,0,67321.65,1103.94,1203.29,1059.85
4672,16,31422.31,1420.36,32054.75,2,32929.22,521.54,1244.70,1443.46
4673,19,63496.29,1325.64,63769.21,2,64778.44,1057.14,1231.84,1331.95
4674,18,9068.37,1184.51,9578.46,2,10267.19,149.87,1204.49,-1.00
4675,16,68338.05,942.71,68682.95,2,69223.37,1136.64,1244.70,972.38
4676,8,46115.96,1993.07,46533.44,13,48382.92,766.56,1229.21,2002.76
4677,33,25333.29,1230.96,25791.08,4,26551.31,420.90,1210.49,1234.49
4678,49,56783.39,1052.07,57197.34,0,57904.36,944.32,1228.05,1066.17
4679,12,55605.49,1293.08,56199.84,2,56871.52,923.93,1166.39,1295.36
4680,11,18161.48,664.97,18954.58,4,18938.39,301.66,1250.04,666.44
4681,5,2763.45,1047.78,3085.98,6,3898.41,43.77,1243.78,1063.30
4682,27,37533.83,1278.34,38116.87,4,38762.50,624.42,1274.00,1286.26
4683,12,49266.60,1506.22,49809.12,9,50910.41,820.10,1166.39,1534.20
4684,17,75816.77,1842.44,76291.94,3,77623.78,1262.31,1259.72,1858.10
4685,6,80308.68,969.31,80690.69,5,81310.32,1336.63,1224.18,-1.00
4686,33,45845.05,2270.56,46089.27,7,48405.15,761.48,1210.49,2286.00
4687,5,65222.44,1073.98,65756.06,2,66343.18,1085.48,1243.78,1074.09
4688,28,38090.88,969.19,38587.80,1,39046.12,632.60,1238.69,998.53
4689,14,64570.84,1887.14,65062.68,4,66482.83,1074.36,1223.04,1905.70
4690,5,17782.97,2247.95,18350.64,4,20010.41,294.91,1243.78,2275.49
4691,33,32181.70,2062.80,32720.46,5,34354.86,534.33,1210.49,2086.36
4692,50,54952.99,1040.25,55431.12,2,56095.67,913.29,1203.29,-1.00
4693,48,1728.75,1874.17,2296.72,4,3714.77,26.15,1221.13,1899.34
4694,41,62582.24,1279.33,63073.56,3,63976.82,1040.34,1199.85,1283.11
4695,19,72290.89,1885.54,72779.52,6,74135.86,1203.17,1231.84,1899.14
4696,22,34641.05,1249.69,35279.19,3,36002.78,574.76,1222.09,1253.27
4697,5,38787.69,959.00,39275.62,1,39797.96,645.04,1243.78,988.68
4698,2,73699.39,1511.54,73990.66,10,75381.12,1225.85,1225.11,1530.29
4699,30,67190.37,1049.52,67779.66,1,68269.21,1116.94,1177.83,1068.54
4700,47,24957.77,1255.60,25544.82,5,26168.85,414.94,1239.46,1285.22
4701,39,28104.38,562.40,28571.58,0,28655.45,466.53,1229.33,582.94
4702,4,58792.81,1096.51,59416.40,1,59947.82,977.58,1206.64,1113.15
4703,33,48804.53,1073.47,49222.91,3,49868.35,811.01,1210.49,1094.56
4704,13,14097.77,1654.69,14577.92,3,15752.57,233.61,1223.93,1683.43
4705,20,26954.61,1091.04,27589.96,3,28109.84,446.30,1228.61,1096.07
4706,7,77892.39,1776.76,78334.58,7,79846.72,1295.98,1210.21,1796.99
4707,15,59537.99,931.83,59969.28,3,60415.23,990.97,1236.04,932.15
4708,23,85250.64,1246.48,85742.47,3,86542.38,1419.80,1262.18,1269.80
4709,14,66423.87,1275.43,67006.03,5,67801.02,1104.50,1223.04,-1.00
4710,23,81456.16,1524.34,81793.27,2,83068.32,1356.44,1262.18,1536.66
4711,19,18755.62,1259.18,19368.69,0,20020.72,311.31,1231.84,1271.43
4712,29,66785.27,1166.43,67393.61,2,67924.06,1110.94,1212.03,1171.43
4713,20,1879.21,1088.71,2522.40,3,2932.32,29.11,1228.61,1090.15
4714,29,58096.09,1545.77,58370.74,2,59641.92,965.89,1212.03,1547.37
4715,24,40653.21,1363.25,41271.65,5,41980.88,675.77,1273.36,1387.88
4716,18,30112.94,2273.31,30608.62,5,32442.95,499.33,1204.49,2285.17
4717,10,74688.66,1560.76,75135.70,5,76365.01,1241.86,1271.32,-1.00
4718,41,73901.26,1244.13,74341.91,7,75277.04,1230.15,1199.85,1254.41
4719,8,2071.23,756.97,2519.55,1,2834.01,32.11,1229.21,760.21
4720,26,52832.66,1397.91,53378.71,6,54348.48,877.69,1223.49,1425.27
4721,29,31923.06,1248.75,32419.99,4,33115.57,529.68,1212.03,1256.22
4722,10,36054.84,668.38,36546.41,1,36672.64,598.55,1271.32,670.68
4723,17,71975.17,1297.69,72172.18,9,73458.65,1198.14,1259.72,1303.67
4724,2,26894.37,487.00,27302.06,3,27383.76,446.17,1225.11,513.36
4725,6,81606.92,1071.71,82110.98,4,82759.00,1357.99,1224.18,1100.37
4726,5,15664.38,923.72,15859.51,3,16599.41,258.67,1243.78,947.74
4727,28,57438.84,871.04,58010.16,4,58317.99,954.32,1238.69,881.38
4728,41,58133.92,1076.71,58572.99,3,59261.86,967.83,1199.85,1093.29
4729,5,21857.49,1158.10,22284.09,4,23083.69,363.16,1243.78,1172.45
4730,18,28127.81,1154.49,28605.64,2,29402.02,467.64,1204.49,1159.73
