order_id,merchant_id,confirm_time,true_kpt,rider_arrival_time,restaurent_load,for_time,order_time
3708,111,1772341981.00,1585.00,1772343540.00,0.55,1772343658.48,725.00
326,104,1772341990.00,1373.00,1772343436.00,0.35,1772343432.88,726.00
841,157,1772341992.00,2129.00,1772344160.00,1.09,1772344280.40,726.00
3395,133,1772341996.00,1382.00,1772343544.00,0.29,1772343441.68,726.00
949,57,1772342005.00,1250.00,1772343162.00,0.52,1772343343.04,726.00
712,39,1772342077.00,1819.00,1772343863.00,1.08,1772343994.73,727.00
1395,19,1772342093.00,1855.00,1772344171.00,0.96,1772344091.84,727.00
1682,173,1772342093.00,1495.00,1772343709.00,0.34,1772343752.65,727.00
1211,152,1772342098.00,1904.00,1772344006.00,1.01,1772344135.72,727.00
2418,21,1772342121.00,1922.00,1772343961.00,0.91,1772344171.96,728.00
4610,172,1772342142.00,1541.00,1772343831.00,0.38,1772343757.96,728.00
485,49,1772342153.00,2083.00,1772344505.00,1.03,1772344631.09,728.00
987,33,1772342156.00,1918.00,1772343974.00,0.71,1772344062.05,728.00
3407,3,1772342189.00,1184.00,1772343557.00,0.41,1772343608.09,729.00
747,59,1772342198.00,1248.00,1772343607.00,0.35,1772343651.13,729.00
368,124,1772342206.00,1654.00,1772343778.00,1.11,1772344005.32,729.00
742,180,1772342210.00,1225.00,1772343521.00,0.23,1772343550.49,729.00
206,52,1772342216.00,1587.00,1772343724.00,0.16,1772343745.93,729.00
3554,21,1772342224.00,1612.00,1772343768.00,0.50,1772343830.13,730.00
4680,46,1772342231.00,1683.00,1772344143.00,0.62,1772344015.52,730.00
2715,77,1772342261.00,1203.00,1772343360.00,0.24,1772343390.81,730.00
4016,192,1772342263.00,1424.00,1772343638.00,0.82,1772343800.04,730.00
2316,33,1772342304.00,1996.00,1772344196.00,0.87,1772344427.92,731.00
2256,139,1772342314.00,1269.00,1772343598.00,0.46,1772343655.09,731.00
3173,3,1772342336.00,1453.00,1772343988.00,0.47,1772344046.53,731.00
558,73,1772342367.00,1980.00,1772344572.00,1.10,1772344706.61,732.00
4433,1,1772342369.00,1424.00,1772344050.00,0.83,1772344151.73,732.00
4581,104,1772342372.00,1183.00,1772343737.00,0.40,1772343626.12,732.00
1147,13,1772342373.00,1842.00,1772344241.00,0.81,1772344326.60,732.00
2141,53,1772342379.00,1802.00,1772344293.00,0.57,1772344267.16,732.00
3156,26,1772342391.00,1577.00,1772344098.00,0.30,1772344033.12,732.00
1217,34,1772342393.00,1652.00,1772344070.00,0.57,1772344141.13,732.00
449,143,1772342422.00,1718.00,1772344393.00,1.03,1772344519.45,733.00
777,74,1772342531.00,1691.00,1772344363.00,0.94,1772344354.28,735.00
464,116,1772342540.00,1963.00,1772344699.00,1.08,1772344659.72,735.00
4257,119,1772342547.00,1526.00,1772344241.00,0.63,1772344170.36,735.00
1356,125,1772342556.00,1543.00,1772344000.00,0.84,1772344227.80,735.00
2857,200,1772342572.00,1651.00,1772344349.00,0.70,1772344435.01,735.00
4110,90,1772342590.00,1266.00,1772344055.00,0.49,1772343935.80,736.00
4200,80,1772342602.00,1445.00,1772343930.00,0.91,1772344166.84,736.00
4671,141,1772342647.00,1135.00,1772343993.00,0.21,1772343819.72,737.00
4397,47,1772342667.00,1130.00,1772343706.00,0.25,1772343847.64,737.00
836,24,1772342684.00,1751.00,1772344370.00,1.08,1772344501.97,737.00
636,193,1772342688.00,1799.00,1772344546.00,0.56,1772344615.93,737.00
2964,20,1772342696.00,2011.00,1772344667.00,0.97,1772344849.40,737.00
3361,150,1772342699.00,1590.00,1772344366.00,0.73,1772344403.60,737.00
2032,36,1772342706.00,2029.00,1772345002.00,0.97,1772344861.04,738.00
4637,30,1772342711.00,1744.00,1772344406.00,0.59,1772344479.53,738.00
4136,185,1772342720.00,1792.00,1772344460.00,0.88,1772344635.72,738.00
374,3,1772342761.00,1626.00,1772344316.00,0.49,1772344466.40,738.00
3875,61,1772342766.00,1292.00,1772344065.00,0.18,1772344103.20,739.00
4348,72,1772342772.00,1328.00,1772344194.00,0.37,1772344167.76,739.00
4644,37,1772342780.00,1525.00,1772344530.00,0.40,1772344366.52,739.00
1812,76,1772342785.00,2034.00,1772344750.00,1.05,1772344877.89,739.00
4486,135,1772342792.00,1329.00,1772344136.00,0.30,1772344179.36,739.00
3513,29,1772342825.00,1574.00,1772344660.00,0.38,1772344707.73,740.00
4606,151,1772342833.00,1653.00,1772344562.00,0.75,1772344590.24,740.00
645,7,1772342985.00,1724.00,1772344743.00,0.52,1772344807.65,742.00
3320,61,1772343019.00,1339.00,1772344352.00,0.58,1772344457.20,743.00
761,117,1772343021.00,1659.00,1772344649.00,0.66,1772344778.56,743.00
3530,191,1772343035.00,1756.00,1772344783.00,0.78,1772344900.72,743.00
538,196,1772343075.00,1917.00,1772345291.00,0.78,1772345098.00,744.00
410,157,1772343084.00,1676.00,1772344723.00,0.40,1772344821.12,744.00
1168,105,1772343108.00,1699.00,1772344914.00,0.80,1772344932.24,744.00
3772,4,1772343116.00,1664.00,1772344709.00,1.02,1772344917.88,744.00
2339,165,1772343123.00,1615.00,1772344995.00,0.25,1772344796.64,745.00
3864,126,1772343134.00,1559.00,1772344680.00,0.48,1772344779.48,745.00
4930,34,1772343144.00,1687.00,1772344846.00,1.06,1772344975.81,745.00
3946,157,1772343152.00,1558.00,1772344924.00,0.82,1772344830.40,745.00
1355,111,1772343162.00,1266.00,1772344520.00,0.57,1772344516.16,745.00
37,197,1772343162.00,1461.00,1772344866.00,0.73,1772344731.24,745.00
3308,154,1772343165.00,1731.00,1772344995.00,1.00,1772345029.12,745.00
893,91,1772343186.00,1549.00,1772344883.00,0.49,1772344821.40,746.00
1765,94,1772343186.00,1508.00,1772344604.00,0.50,1772344770.24,746.00
420,126,1772343202.00,1295.00,1772344611.00,0.43,1772344576.96,746.00
3038,76,1772343209.00,1996.00,1772345430.00,0.97,1772345334.28,746.00
3397,114,1772343221.00,2062.00,1772345289.00,1.00,1772345413.88,746.00
3596,109,1772343235.00,1705.00,1772344973.00,0.60,1772345038.48,746.00
2036,79,1772343240.00,1675.00,1772345128.00,0.30,1772345165.89,746.00
2197,165,1772343248.00,1772.00,1772344980.00,0.51,1772345043.33,747.00
1070,140,1772343254.00,1539.00,1772344755.00,1.07,1772344948.92,747.00
41,198,1772343254.00,1380.00,1772344591.00,0.27,1772344693.16,747.00
2478,125,1772343267.00,1739.00,1772344968.00,0.70,1772345054.61,747.00
2772,26,1772343270.00,1461.00,1772344772.00,0.28,1772344807.97,747.00
1267,199,1772343282.00,1761.00,1772345339.00,0.56,1772345408.33,747.00
3314,90,1772343290.00,1661.00,1772345245.00,0.86,1772345350.93,747.00
2181,55,1772343299.00,1439.00,1772344657.00,0.20,1772344682.89,747.00
940,97,1772343327.00,1430.00,1772344786.00,0.68,1772344865.96,748.00
293,139,1772343349.00,1434.00,1772344866.00,0.33,1772344848.00,748.00
4011,155,1772343358.00,1732.00,1772345082.00,0.40,1772345132.13,748.00
506,128,1772343364.00,1917.00,1772345542.00,1.06,1772345671.33,749.00
4853,60,1772343383.00,1442.00,1772344776.00,0.17,1772344856.76,749.00
621,13,1772343403.00,1406.00,1772344935.00,0.31,1772344974.57,749.00
2913,137,1772343411.00,1442.00,1772344922.00,0.20,1772344899.40,749.00
2788,83,1772343413.00,1523.00,1772345000.00,0.77,1772345094.65,749.00
2002,194,1772343418.00,1367.00,1772344823.00,0.46,1772344859.96,749.00
2187,10,1772343456.00,1764.00,1772345415.00,1.01,1772345360.80,750.00
1429,126,1772343488.00,1358.00,1772344869.00,0.32,1772344909.65,751.00
2993,113,1772343494.00,1171.00,1772344641.00,0.45,1772344730.76,751.00
1310,195,1772343560.00,1290.00,1772344869.00,0.61,1772344944.80,752.00
785,108,1772343577.00,1960.00,1772345535.00,0.89,1772345643.81,752.00
3374,96,1772343582.00,1793.00,1772345382.00,0.94,1772345505.04,752.00
2076,83,1772343583.00,1934.00,1772345603.00,0.95,1772345718.89,752.00
2513,164,1772343608.00,1121.00,1772344978.00,0.36,1772345023.93,753.00
1046,15,1772343626.00,1688.00,1772345338.00,0.66,1772345418.97,753.00
1648,106,1772343633.00,1617.00,1772345212.00,0.35,1772345311.60,753.00
802,115,1772343637.00,1431.00,1772345184.00,0.78,1772345175.48,753.00
1291,119,1772343651.00,1535.00,1772345450.00,0.17,1772345473.01,753.00
3810,82,1772343664.00,1931.00,1772345773.00,0.96,1772345890.33,754.00
405,120,1772343673.00,1695.00,1772345292.00,0.48,1772345445.48,754.00
480,47,1772343698.00,1789.00,1772345581.00,1.02,1772345636.00,754.00
3004,198,1772343705.00,1290.00,1772344996.00,0.37,1772345057.04,754.00
2742,28,1772343712.00,1966.00,1772345735.00,1.10,1772345837.52,754.00
741,144,1772343715.00,1547.00,1772345155.00,1.07,1772345285.41,754.00
649,8,1772343732.00,1440.00,1772345250.00,0.43,1772345242.12,755.00
3137,160,1772343777.00,1736.00,1772345712.00,0.40,1772345762.13,755.00
2746,100,1772343798.00,1258.00,1772345141.00,0.18,1772345099.84,756.00
2675,181,1772343799.00,1541.00,1772345240.00,0.26,1772345396.68,756.00
1510,132,1772343802.00,1867.00,1772345812.00,0.68,1772345896.21,756.00
4692,12,1772343813.00,1913.00,1772345941.00,0.90,1772346051.37,756.00
1581,79,1772343829.00,1426.00,1772345451.00,0.76,1772345366.44,756.00
3937,133,1772343856.00,2033.00,1772345808.00,1.05,1772345936.01,757.00
3453,99,1772343862.00,1141.00,1772345148.00,0.21,1772345175.45,757.00
4931,191,1772343877.00,1798.00,1772345752.00,0.94,1772345805.32,757.00
730,54,1772343893.00,1673.00,1772345799.00,0.92,1772345912.01,757.00
1178,76,1772343919.00,1351.00,1772345335.00,0.64,1772345368.56,758.00
3877,45,1772343923.00,1621.00,1772345779.00,0.76,1772345872.81,758.00
1255,191,1772343926.00,1330.00,1772345296.00,0.59,1772345369.53,758.00
3766,161,1772343932.00,1580.00,1772345660.00,0.23,1772345556.60,758.00
3378,38,1772343935.00,2090.00,1772346014.00,1.06,1772346175.68,758.00
1542,57,1772343944.00,1275.00,1772345444.00,0.34,1772345487.41,758.00
2668,105,1772343949.00,1410.00,1772345448.00,0.26,1772345410.96,758.00
16,184,1772343950.00,2094.00,1772346270.00,1.04,1772346192.56,758.00
4822,180,1772343983.00,1343.00,1772345254.00,0.64,1772345416.04,759.00
2995,152,1772343985.00,1133.00,1772345303.00,0.36,1772345175.96,759.00
2050,120,1772344028.00,1257.00,1772345283.00,0.59,1772345377.04,760.00
2078,59,1772344040.00,1151.00,1772345210.00,0.34,1772345241.68,760.00
3539,97,1772344050.00,1751.00,1772346072.00,0.78,1772346168.21,760.00
1134,182,1772344061.00,1654.00,1772345891.00,0.45,1772345946.65,760.00
20,106,1772344074.00,2035.00,1772346346.00,1.03,1772346471.37,760.00
3026,150,1772344094.00,1564.00,1772345702.00,0.80,1772345799.77,761.00
4906,79,1772344104.00,1397.00,1772345679.00,0.23,1772345549.12,761.00
3366,58,1772344133.00,1142.00,1772345387.00,0.37,1772345348.88,761.00
2807,19,1772344138.00,1514.00,1772345791.00,0.71,1772345878.57,761.00
1401,15,1772344165.00,1252.00,1772345388.00,0.30,1772345426.37,762.00
1614,106,1772344171.00,1260.00,1772345681.00,0.22,1772345709.65,762.00
460,138,1772344183.00,1538.00,1772345737.00,0.87,1772345844.13,762.00
575,193,1772344185.00,1952.00,1772346327.00,0.81,1772346258.08,762.00
4568,183,1772344249.00,1383.00,1772345894.00,0.17,1772345917.01,763.00
3144,77,1772344276.00,1771.00,1772346072.00,1.04,1772346198.81,764.00
4758,37,1772344356.00,1515.00,1772345957.00,0.33,1772345932.00,765.00
4467,147,1772344387.00,1819.00,1772346224.00,1.04,1772346350.80,766.00
1556,147,1772344404.00,1381.00,1772345774.00,0.27,1772345831.52,766.00
2027,180,1772344405.00,1276.00,1772345855.00,0.33,1772345747.24,766.00
2597,93,1772344521.00,1740.00,1772346556.00,1.07,1772346413.52,768.00
342,7,1772344546.00,1763.00,1772346431.00,0.85,1772346432.12,768.00
1866,140,1772344557.00,1247.00,1772345851.00,0.42,1772345903.77,768.00
4840,147,1772344559.00,1609.00,1772346078.00,0.85,1772346281.64,768.00
3464,94,1772344587.00,1662.00,1772346442.00,0.94,1772346386.44,769.00
21,10,1772344595.00,1776.00,1772346281.00,0.58,1772346456.24,769.00
2915,156,1772344601.00,1339.00,1772345965.00,0.50,1772346027.01,769.00
3371,62,1772344604.00,1890.00,1772346596.00,0.98,1772346716.45,769.00
3779,8,1772344639.00,1555.00,1772346296.00,0.68,1772346302.72,770.00
1246,160,1772344653.00,1369.00,1772346042.00,0.67,1772346124.53,770.00
475,112,1772344654.00,1398.00,1772345962.00,0.73,1772346166.36,770.00
1913,149,1772344669.00,1570.00,1772346537.00,0.35,1772346581.49,770.00
1473,20,1772344674.00,1207.00,1772345887.00,0.23,1772345916.37,770.00
1183,3,1772344675.00,1357.00,1772346318.00,0.45,1772346374.25,770.00
3271,179,1772344681.00,1396.00,1772346358.00,0.66,1772346439.93,770.00
1937,111,1772344702.00,1488.00,1772346432.00,0.79,1772346303.20,771.00
3401,14,1772344712.00,1556.00,1772346325.00,0.91,1772346435.85,771.00
3091,40,1772344720.00,1715.00,1772346683.00,0.62,1772346533.28,771.00
3835,12,1772344732.00,1261.00,1772345879.00,0.34,1772346052.44,771.00
4806,37,1772344733.00,1600.00,1772346451.00,0.80,1772346549.13,771.00
1335,93,1772344759.00,1892.00,1772346685.00,0.80,1772346759.76,772.00
3066,154,1772344769.00,1283.00,1772346251.00,0.29,1772346288.29,772.00
4233,131,1772344779.00,1528.00,1772346379.00,0.56,1772346448.33,772.00
182,108,1772344798.00,1509.00,1772346562.00,0.85,1772346666.37,772.00
2517,39,1772344820.00,1669.00,1772346471.00,1.11,1772346639.68,773.00
2741,168,1772344859.00,1698.00,1772346723.00,0.76,1772346666.84,773.00
537,71,1772344864.00,1457.00,1772346468.00,0.64,1772346418.44,774.00
3169,177,1772344864.00,1744.00,1772346844.00,1.04,1772346745.68,774.00
1177,129,1772344866.00,1781.00,1772346697.00,0.63,1772346751.84,774.00
1979,192,1772344873.00,1226.00,1772346041.00,0.23,1772346070.97,774.00
236,87,1772344877.00,1767.00,1772346783.00,0.96,1772346900.45,774.00
2588,59,1772344885.00,1253.00,1772346048.00,0.48,1772346107.73,774.00
973,194,1772344888.00,1803.00,1772346914.00,0.96,1772347031.69,774.00
1477,195,1772344910.00,1868.00,1772347005.00,0.82,1772347105.89,774.00
366,5,1772344919.00,1510.00,1772346413.00,0.99,1772346534.53,774.00
3503,150,1772344990.00,2012.00,1772347103.00,0.94,1772347218.17,776.00
4047,186,1772345005.00,1642.00,1772346671.00,0.96,1772346783.84,776.00
3155,122,1772345020.00,1562.00,1772346474.00,0.94,1772346707.68,776.00
1269,118,1772345033.00,1751.00,1772346783.00,0.86,1772346888.81,776.00
285,63,1772345039.00,1771.00,1772346980.00,0.81,1772346928.80,776.00
3390,102,1772345040.00,1270.00,1772346473.00,0.19,1772346359.92,776.00
3425,48,1772345058.00,1238.00,1772346389.00,0.48,1772346448.97,777.00
562,182,1772345065.00,1492.00,1772346742.00,0.55,1772346645.64,777.00
4766,50,1772345088.00,1245.00,1772346475.00,0.43,1772346397.24,777.00
1435,190,1772345097.00,1690.00,1772346789.00,0.78,1772346892.24,777.00
288,181,1772345133.00,1603.00,1772346879.00,0.27,1772346792.80,778.00
3098,3,1772345165.00,1296.00,1772346701.00,0.30,1772346513.76,779.00
3249,26,1772345177.00,2082.00,1772347446.00,1.05,1772347397.12,779.00
4026,79,1772345186.00,1718.00,1772347026.00,0.84,1772347025.80,779.00
2253,125,1772345195.00,1336.00,1772346696.00,0.46,1772346753.93,779.00
3941,23,1772345252.00,1673.00,1772347006.00,0.38,1772346988.72,780.00
2766,53,1772345275.00,1751.00,1772347066.00,1.07,1772347196.65,780.00
2894,44,1772345276.00,1912.00,1772347305.00,0.93,1772347419.21,780.00
2606,132,1772345277.00,1298.00,1772346691.00,0.55,1772346655.40,780.00
4375,101,1772345290.00,1153.00,1772346513.00,0.39,1772346561.45,781.00
2851,105,1772345297.00,1400.00,1772346971.00,0.41,1772346758.84,781.00
4218,57,1772345300.00,1356.00,1772346611.00,0.47,1772346669.17,781.00
1256,31,1772345312.00,1559.00,1772347059.00,0.89,1772347167.45,781.00
1507,32,1772345315.00,1709.00,1772347231.00,0.81,1772347144.96,781.00
3192,124,1772345348.00,1380.00,1772346854.00,0.37,1772346900.89,782.00
2723,128,1772345408.00,1900.00,1772347537.00,0.97,1772347440.00,783.00
4354,195,1772345411.00,1407.00,1772346993.00,0.58,1772347065.45,783.00
3523,105,1772345433.00,1553.00,1772347166.00,1.06,1772347134.20,783.00
3683,86,1772345435.00,1502.00,1772346929.00,0.51,1772347016.32,783.00
2310,160,1772345436.00,1708.00,1772347115.00,0.57,1772347185.89,783.00
4495,160,1772345440.00,1314.00,1772346701.00,0.50,1772346762.77,783.00
2552,31,1772345454.00,1740.00,1772347085.00,0.65,1772347281.76,783.00
4713,110,1772345481.00,1818.00,1772347440.00,0.79,1772347536.69,784.00
2767,63,1772345490.00,1728.00,1772347310.00,0.78,1772347321.84,784.00
4358,193,1772345491.00,1582.00,1772347062.00,0.91,1772347208.72,784.00
4179,173,1772345493.00,1487.00,1772346867.00,0.48,1772346926.73,784.00
1337,102,1772345499.00,1958.00,1772347341.00,0.82,1772347441.53,784.00
2048,40,1772345505.00,1177.00,1772346980.00,0.23,1772347009.97,784.00
4169,98,1772345514.00,1197.00,1772346800.00,0.23,1772346829.25,784.00
2885,112,1772345536.00,1335.00,1772346964.00,0.38,1772346935.72,785.00
313,100,1772345542.00,1444.00,1772347253.00,0.45,1772347050.40,785.00
504,142,1772345547.00,1785.00,1772347245.00,0.61,1772347417.68,785.00
2051,102,1772345566.00,1729.00,1772347551.00,0.87,1772347410.16,785.00
1613,105,1772345609.00,1697.00,1772347273.00,0.81,1772347426.44,786.00
1012,148,1772345627.00,1505.00,1772347224.00,0.67,1772347241.52,786.00
51,117,1772345627.00,1192.00,1772346977.00,0.37,1772347023.77,786.00
3432,141,1772345656.00,1351.00,1772346897.00,0.48,1772347074.84,787.00
1407,105,1772345669.00,1295.00,1772347199.00,0.41,1772347250.57,787.00
408,96,1772345722.00,1662.00,1772347435.00,0.76,1772347528.21,788.00
3786,195,1772345740.00,1341.00,1772347145.00,0.54,1772347212.05,788.00
772,29,1772345749.00,1622.00,1772347624.00,0.23,1772347424.24,788.00
4849,21,1772345757.00,1393.00,1772347386.00,0.41,1772347220.44,788.00
3381,18,1772345770.00,1530.00,1772347180.00,0.26,1772347356.08,789.00
2156,32,1772345806.00,1161.00,1772346863.00,0.27,1772347009.04,789.00
3025,27,1772345814.00,1623.00,1772347702.00,0.87,1772347551.52,789.00
1518,117,1772345860.00,1556.00,1772347317.00,0.75,1772347524.00,790.00
517,183,1772345868.00,1502.00,1772347575.00,0.73,1772347482.12,790.00
1936,91,1772345888.00,1800.00,1772347599.00,1.07,1772347729.89,791.00
3988,150,1772345896.00,1694.00,1772347731.00,0.84,1772347700.44,791.00
1220,158,1772345923.00,1140.00,1772346988.00,0.26,1772347021.93,791.00
4420,70,1772345969.00,1662.00,1772347550.00,0.78,1772347645.85,792.00
428,155,1772345983.00,1641.00,1772347888.00,0.90,1772347758.48,792.00
4574,21,1772345997.00,1531.00,1772347542.00,0.28,1772347575.12,792.00
4943,177,1772346016.00,1313.00,1772347271.00,0.37,1772347317.89,793.00
3886,49,1772346017.00,1221.00,1772347249.00,0.27,1772347295.88,793.00
2901,126,1772346035.00,1531.00,1772347655.00,0.90,1772347688.64,793.00
2392,90,1772346040.00,1820.00,1772347807.00,0.93,1772347998.48,793.00
3045,27,1772346055.00,2038.00,1772348105.00,1.03,1772348242.72,793.00
3981,146,1772346076.00,1621.00,1772347944.00,0.59,1772348016.81,794.00
4085,39,1772346104.00,1637.00,1772347958.00,0.71,1772347850.80,794.00
2876,22,1772346124.00,1762.00,1772347766.00,0.59,1772347977.44,795.00
1370,112,1772346128.00,1903.00,1772348071.00,0.74,1772348162.65,795.00
591,62,1772346136.00,1524.00,1772347693.00,0.64,1772347772.41,795.00
1867,188,1772346145.00,1532.00,1772347850.00,1.01,1772347815.32,795.00
1219,81,1772346171.00,1493.00,1772347743.00,0.17,1772347696.88,795.00
3888,179,1772346172.00,1373.00,1772347762.00,0.53,1772347620.48,795.00
3857,175,1772346188.00,1388.00,1772347815.00,0.34,1772347628.28,796.00
2250,61,1772346188.00,1928.00,1772348192.00,1.11,1772348328.05,796.00
55,125,1772346199.00,1292.00,1772347530.00,0.28,1772347565.37,796.00
3930,119,1772346236.00,1420.00,1772347742.00,0.70,1772347758.88,796.00
4370,166,1772346246.00,1527.00,1772347805.00,0.33,1772347837.24,797.00
661,149,1772346261.00,1296.00,1772347607.00,0.27,1772347611.04,797.00
2243,51,1772346280.00,1881.00,1772348282.00,1.07,1772348412.17,797.00
2239,142,1772346293.00,1627.00,1772347822.00,0.41,1772347873.81,797.00
1265,168,1772346298.00,1802.00,1772348206.00,0.51,1772348188.20,797.00
2031,7,1772346306.00,1886.00,1772348442.00,0.86,1772348547.21,798.00
4776,49,1772346341.00,1339.00,1772347814.00,0.23,1772347843.61,798.00
2612,45,1772346349.00,1850.00,1772348256.00,0.60,1772348330.01,798.00
1984,16,1772346410.00,1735.00,1772348107.00,0.49,1772348167.69,799.00
4323,99,1772346413.00,1439.00,1772348076.00,0.18,1772347899.08,799.00
119,159,1772346426.00,1526.00,1772348097.00,0.52,1772348036.64,800.00
1677,172,1772346428.00,1246.00,1772347913.00,0.51,1772347976.93,800.00
2858,32,1772346452.00,1466.00,1772347950.00,0.49,1772348011.41,800.00
2719,35,1772346460.00,1157.00,1772347630.00,0.27,1772347667.64,800.00
533,96,1772346538.00,1476.00,1772348119.00,0.47,1772348090.92,801.00
4564,192,1772346543.00,1979.00,1772348722.00,0.98,1772348841.97,802.00
1688,125,1772346544.00,1208.00,1772347897.00,0.17,1772347793.04,802.00
3945,156,1772346569.00,1685.00,1772348500.00,0.85,1772348375.76,802.00
3841,164,1772346589.00,1797.00,1772348539.00,1.10,1772348672.77,802.00
1517,174,1772346616.00,1416.00,1772348120.00,0.41,1772348093.32,803.00
668,111,1772346624.00,1815.00,1772348335.00,0.99,1772348456.53,803.00
9,62,1772346627.00,1684.00,1772348551.00,0.55,1772348390.64,803.00
872,125,1772346645.00,1436.00,1772348029.00,0.86,1772348203.08,803.00
2649,54,1772346658.00,1807.00,1772348416.00,0.82,1772348580.28,803.00
1042,77,1772346672.00,1521.00,1772348233.00,0.72,1772348295.64,804.00
4890,31,1772346680.00,1464.00,1772348234.00,0.32,1772348208.52,804.00
1375,152,1772346711.00,1504.00,1772348238.00,0.93,1772348351.61,804.00
2199,143,1772346712.00,1617.00,1772348306.00,0.34,1772348386.16,804.00
4387,65,1772346715.00,1833.00,1772348757.00,0.99,1772348878.29,804.00
4205,105,1772346754.00,1834.00,1772348500.00,0.85,1772348712.60,805.00
4514,65,1772346774.00,1743.00,1772348791.00,0.66,1772348606.60,805.00
4856,51,1772346793.00,1438.00,1772348370.00,0.74,1772348344.40,806.00
1188,150,1772346798.00,1717.00,1772348614.00,1.12,1772348750.17,806.00
3116,124,1772346799.00,1112.00,1772348197.00,0.19,1772348222.41,806.00
4572,128,1772346808.00,1877.00,1772348954.00,0.81,1772348799.72,806.00
1446,22,1772346820.00,1651.00,1772348584.00,0.51,1772348547.60,806.00
1963,123,1772346862.00,1842.00,1772348655.00,0.93,1772348834.24,807.00
3073,12,1772346863.00,1704.00,1772348452.00,0.77,1772348686.80,807.00
333,177,1772346882.00,1609.00,1772348706.00,1.05,1772348834.73,807.00
4908,49,1772346911.00,1267.00,1772348390.00,0.28,1772348235.84,808.00
2531,187,1772346913.00,1334.00,1772348167.00,0.45,1772348223.73,808.00
3727,157,1772346925.00,1764.00,1772348653.00,1.07,1772348783.89,808.00
1410,135,1772346931.00,1830.00,1772348764.00,0.92,1772348889.76,808.00
2085,119,1772346943.00,1589.00,1772348571.00,0.68,1772348654.61,808.00
4402,174,1772346954.00,1727.00,1772348965.00,0.56,1772349034.93,808.00
2550,139,1772347036.00,1607.00,1772348585.00,0.27,1772348619.89,810.00
1546,18,1772347069.00,1283.00,1772348529.00,0.54,1772348443.92,810.00
1235,45,1772347091.00,1371.00,1772348733.00,0.73,1772348823.21,811.00
371,118,1772347107.00,2019.00,1772349313.00,1.03,1772349438.49,811.00
2605,31,1772347143.00,1519.00,1772348606.00,1.01,1772348794.08,812.00
2611,197,1772347155.00,1660.00,1772349066.00,0.31,1772349104.97,812.00
1233,36,1772347195.00,1691.00,1772348843.00,0.94,1772349022.44,812.00
3777,154,1772347195.00,1949.00,1772349037.00,0.87,1772349143.89,812.00
3054,155,1772347196.00,1610.00,1772348856.00,0.33,1772348872.08,812.00
2835,75,1772347220.00,1523.00,1772348657.00,0.65,1772348737.73,813.00
3747,26,1772347234.00,1871.00,1772349150.00,0.91,1772349235.84,813.00
1663,76,1772347241.00,1427.00,1772348874.00,0.29,1772348730.44,813.00
700,90,1772347297.00,1510.00,1772348921.00,0.59,1772348994.17,814.00
3414,81,1772347298.00,1876.00,1772349105.00,0.96,1772349303.20,814.00
426,57,1772347308.00,2012.00,1772349360.00,0.94,1772349474.81,814.00
2329,82,1772347315.00,1640.00,1772348876.00,0.78,1772348971.25,814.00
1323,76,1772347315.00,1553.00,1772349159.00,0.35,1772348928.88,814.00
718,191,1772347317.00,1580.00,1772349134.00,0.92,1772349032.64,814.00
1941,40,1772347329.00,1342.00,1772348751.00,0.70,1772348776.52,815.00
2325,200,1772347333.00,1651.00,1772349038.00,1.02,1772349123.04,815.00
1509,104,1772347334.00,1557.00,1772349076.00,0.30,1772348951.48,815.00
4613,23,1772347371.00,1769.00,1772349188.00,0.68,1772349250.96,815.00
2950,72,1772347378.00,2114.00,1772349382.00,1.03,1772349507.61,815.00
725,94,1772347386.00,1896.00,1772349255.00,0.94,1772349370.41,816.00
1263,157,1772347403.00,1697.00,1772349165.00,0.47,1772349223.65,816.00
3199,190,1772347490.00,1229.00,1772348708.00,0.22,1772348761.28,817.00
3676,150,1772347509.00,1576.00,1772349258.00,0.53,1772349159.08,818.00
1865,18,1772347519.00,1597.00,1772349373.00,0.65,1772349204.36,818.00
2619,20,1772347537.00,1433.00,1772349171.00,0.38,1772349218.73,818.00
282,195,1772347546.00,1332.00,1772349172.00,0.64,1772348983.92,818.00
2393,109,1772347563.00,1471.00,1772349156.00,0.18,1772349081.36,819.00
1950,15,1772347568.00,1202.00,1772349007.00,0.24,1772349038.05,819.00
3196,83,1772347570.00,1628.00,1772349402.00,0.55,1772349470.13,819.00
4689,80,1772347587.00,1506.00,1772348975.00,0.48,1772349166.12,819.00
2968,35,1772347611.00,1948.00,1772349704.00,0.91,1772349686.32,819.00
2471,42,1772347639.00,1451.00,1772349243.00,0.18,1772349137.72,820.00
1881,161,1772347640.00,1693.00,1772349254.00,0.63,1772349425.12,820.00
1059,48,1772347643.00,1715.00,1772349339.00,0.37,1772349418.40,820.00
3798,192,1772347652.00,1286.00,1772349180.00,0.61,1772349255.09,820.00
306,188,1772347670.00,1693.00,1772349622.00,0.99,1772349743.41,820.00
767,60,1772347692.00,1348.00,1772349260.00,0.48,1772349126.24,821.00
1273,151,1772347704.00,1901.00,1772349534.00,0.76,1772349707.44,821.00
320,49,1772347749.00,1552.00,1772349317.00,0.60,1772349383.88,822.00
4909,131,1772347757.00,1598.00,1772349411.00,0.30,1772349449.25,822.00
1215,182,1772347778.00,1236.00,1772349058.00,0.24,1772349067.28,822.00
